"Campaign name",Age,Gender,Day,"Delivery status","Delivery level","Ad set name","Attribution setting","Result Type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)","Clicks (all)","Reporting starts","Reporting ends"
"August 1 Engagement campaign",18-24,unknown,2024-07-26,completed,campaign,,"7-day click or 1-day view",,,8,18,,-,-,-,0.01998,0,2024-07-26,2024-07-26
"August 1 Engagement campaign",55-64,unknown,2024-07-26,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2024-07-26,2024-07-26
"August 1 Engagement campaign",45-54,unknown,2024-07-26,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2024-07-26,2024-07-26
"August 1 Engagement campaign",55-64,female,2024-07-26,completed,campaign,,"7-day click or 1-day view",,,100,119,,-,-,-,0.13986,1,2024-07-26,2024-07-26
"August 1 Engagement campaign",45-54,male,2024-07-26,completed,campaign,,"7-day click or 1-day view",,,106,106,,-,-,-,0.07992,0,2024-07-26,2024-07-26
"August 1 Engagement campaign",55-64,male,2024-07-26,completed,campaign,,"7-day click or 1-day view",,,39,39,,-,-,-,0,1,2024-07-26,2024-07-26
"August 1 Engagement campaign",65+,unknown,2024-07-26,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2024-07-26,2024-07-26
"August 1 Engagement campaign",25-34,unknown,2024-07-26,completed,campaign,,"7-day click or 1-day view",,,8,9,,-,-,-,0,0,2024-07-26,2024-07-26
"August 1 Engagement campaign",65+,male,2024-07-26,completed,campaign,,"7-day click or 1-day view",,,68,88,,-,-,-,0.06993,0,2024-07-26,2024-07-26
"August 1 Engagement campaign",35-44,unknown,2024-07-26,completed,campaign,,"7-day click or 1-day view",,,4,5,,-,-,-,0,0,2024-07-26,2024-07-26
"August 1 Engagement campaign",18-24,male,2024-07-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,1243,1433,0.33966,-,-,-,1.01898,13,2024-07-26,2024-07-26
"August 1 Engagement campaign",65+,female,2024-07-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,235,235,0.18981,-,-,-,0.18981,6,2024-07-26,2024-07-26
"August 1 Engagement campaign",25-34,male,2024-07-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,1175,1385,0.26973,-,-,-,1.07892,16,2024-07-26,2024-07-26
"August 1 Engagement campaign",45-54,female,2024-07-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,300,372,0.11988,-,-,-,0.35964,8,2024-07-26,2024-07-26
"August 1 Engagement campaign",25-34,female,2024-07-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",13,2822,3368,0.19288385,-,-,-,2.50749,75,2024-07-26,2024-07-26
"August 1 Engagement campaign",18-24,female,2024-07-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",11,4136,4296,0.30333273,-,-,-,3.33666,54,2024-07-26,2024-07-26
"August 1 Engagement campaign",35-44,male,2024-07-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,364,385,0.184815,-,-,-,0.36963,4,2024-07-26,2024-07-26
"August 1 Engagement campaign",35-44,female,2024-07-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,763,897,0.40959,-,-,-,0.81918,14,2024-07-26,2024-07-26
"August 1 Engagement campaign",65+,male,2024-07-25,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,48,75,0.0499484,-,-,-,0.0499484,1,2024-07-25,2024-07-25
"August 1 Engagement campaign",45-54,unknown,2024-07-25,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2024-07-25,2024-07-25
"August 1 Engagement campaign",65+,female,2024-07-25,completed,campaign,,"7-day click or 1-day view",,,304,304,,-,-,-,0.22976264,5,2024-07-25,2024-07-25
"August 1 Engagement campaign",45-54,male,2024-07-25,completed,campaign,,"7-day click or 1-day view",,,52,94,,-,-,-,0.0499484,0,2024-07-25,2024-07-25
"August 1 Engagement campaign",25-34,unknown,2024-07-25,completed,campaign,,"7-day click or 1-day view",,,13,13,,-,-,-,0.00998968,0,2024-07-25,2024-07-25
"August 1 Engagement campaign",55-64,male,2024-07-25,completed,campaign,,"7-day click or 1-day view",,,29,29,,-,-,-,0.02996904,0,2024-07-25,2024-07-25
"August 1 Engagement campaign",35-44,unknown,2024-07-25,completed,campaign,,"7-day click or 1-day view",,,6,6,,-,-,-,0,1,2024-07-25,2024-07-25
"August 1 Engagement campaign",18-24,unknown,2024-07-25,completed,campaign,,"7-day click or 1-day view",,,16,27,,-,-,-,0.02996904,0,2024-07-25,2024-07-25
"August 1 Engagement campaign",55-64,female,2024-07-25,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,108,127,0.12986584,-,-,-,0.12986584,2,2024-07-25,2024-07-25
"August 1 Engagement campaign",25-34,female,2024-07-25,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",13,2871,3446,0.19902516,-,-,-,2.58732714,72,2024-07-25,2024-07-25
"August 1 Engagement campaign",18-24,male,2024-07-25,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,888,995,0.22976264,-,-,-,0.68928793,13,2024-07-25,2024-07-25
"August 1 Engagement campaign",35-44,female,2024-07-25,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,824,954,0.23475748,-,-,-,0.93902993,17,2024-07-25,2024-07-25
"August 1 Engagement campaign",25-34,male,2024-07-25,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,880,1078,0.3246646,-,-,-,0.64932921,11,2024-07-25,2024-07-25
"August 1 Engagement campaign",45-54,female,2024-07-25,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,320,336,0.31966976,-,-,-,0.31966976,4,2024-07-25,2024-07-25
"August 1 Engagement campaign",35-44,male,2024-07-25,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,271,271,0.22976264,-,-,-,0.22976264,1,2024-07-25,2024-07-25
"August 1 Engagement campaign",18-24,female,2024-07-25,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",12,4687,4994,0.31134503,-,-,-,3.73614035,60,2024-07-25,2024-07-25
"July Engagement campaign",18-24,unknown,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,11,11,,-,-,-,0,0,2024-07-24,2024-07-24
"July Engagement campaign",35-44,female,2024-07-24,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,168,193,0.23955963,-,-,-,0.23955963,7,2024-07-24,2024-07-24
"July Engagement campaign",18-24,male,2024-07-24,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,1200,1237,0.90833028,-,-,-,0.90833028,13,2024-07-24,2024-07-24
"July Engagement campaign",65+,female,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,76,76,,-,-,-,0.06987156,1,2024-07-24,2024-07-24
"July Engagement campaign",55-64,unknown,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2024-07-24,2024-07-24
"July Engagement campaign",25-34,unknown,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,2,4,,-,-,-,0,0,2024-07-24,2024-07-24
"July Engagement campaign",25-34,female,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,910,1005,,-,-,-,1.04807339,13,2024-07-24,2024-07-24
"July Engagement campaign",55-64,female,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,36,41,,-,-,-,0.06987156,0,2024-07-24,2024-07-24
"July Engagement campaign",65+,male,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,64,84,,-,-,-,0.06987156,0,2024-07-24,2024-07-24
"July Engagement campaign",55-64,male,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,30,30,,-,-,-,0.04990826,0,2024-07-24,2024-07-24
"July Engagement campaign",45-54,female,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,68,73,,-,-,-,0.04990826,0,2024-07-24,2024-07-24
"July Engagement campaign",65+,unknown,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2024-07-24,2024-07-24
"July Engagement campaign",45-54,unknown,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2024-07-24,2024-07-24
"July Engagement campaign",35-44,unknown,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2024-07-24,2024-07-24
"July Engagement campaign",25-34,male,2024-07-24,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,994,1091,0.33272171,-,-,-,0.99816514,16,2024-07-24,2024-07-24
"July Engagement campaign",18-24,female,2024-07-24,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,1773,1869,0.37431193,-,-,-,1.49724771,27,2024-07-24,2024-07-24
"July Engagement campaign",35-44,male,2024-07-24,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,272,273,0.30943119,-,-,-,0.30943119,3,2024-07-24,2024-07-24
"August 1 Engagement campaign",45-54,female,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,117,123,,-,-,-,0.09,3,2024-07-24,2024-07-24
"July Engagement campaign",45-54,male,2024-07-24,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,78,78,0.12976147,-,-,-,0.12976147,1,2024-07-24,2024-07-24
"August 1 Engagement campaign",18-24,female,2024-07-24,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,2498,2633,0.845,-,-,-,1.69,16,2024-07-24,2024-07-24
"August 1 Engagement campaign",25-34,female,2024-07-24,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,1330,1386,0.39,-,-,-,0.78,23,2024-07-24,2024-07-24
"August 1 Engagement campaign",35-44,female,2024-07-24,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,312,321,0.26,-,-,-,0.26,4,2024-07-24,2024-07-24
"August 1 Engagement campaign",55-64,female,2024-07-24,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,43,46,0.11,-,-,-,0.11,2,2024-07-24,2024-07-24
"August 1 Engagement campaign",65+,female,2024-07-24,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,89,95,0.05,-,-,-,0.05,1,2024-07-24,2024-07-24
"August 1 Engagement campaign",25-34,male,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,41,43,,-,-,-,0.03,3,2024-07-24,2024-07-24
"August 1 Engagement campaign",45-54,male,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2024-07-24,2024-07-24
"August 1 Engagement campaign",55-64,male,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,4,4,,-,-,-,0,0,2024-07-24,2024-07-24
"August 1 Engagement campaign",65+,male,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2024-07-24,2024-07-24
"August 1 Engagement campaign",18-24,unknown,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2024-07-24,2024-07-24
"August 1 Engagement campaign",35-44,male,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,13,13,,-,-,-,0.03,0,2024-07-24,2024-07-24
"August 1 Engagement campaign",18-24,male,2024-07-24,completed,campaign,,"7-day click or 1-day view",,,44,44,,-,-,-,0.03,0,2024-07-24,2024-07-24
"July Engagement campaign",25-34,male,2024-07-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,2067,2244,0.68603727,-,-,-,2.05811182,26,2024-07-23,2024-07-23
"July Engagement campaign",35-44,unknown,2024-07-23,completed,campaign,,"7-day click or 1-day view",,,0,2,,-,-,-,0.00999083,0,2024-07-23,2024-07-23
"July Engagement campaign",65+,male,2024-07-23,completed,campaign,,"7-day click or 1-day view",,,148,163,,-,-,-,0.09990834,2,2024-07-23,2024-07-23
"July Engagement campaign",55-64,female,2024-07-23,completed,campaign,,"7-day click or 1-day view",,,70,70,,-,-,-,0.03996334,0,2024-07-23,2024-07-23
"July Engagement campaign",25-34,unknown,2024-07-23,completed,campaign,,"7-day click or 1-day view",,,12,18,,-,-,-,0.01998167,0,2024-07-23,2024-07-23
"July Engagement campaign",45-54,unknown,2024-07-23,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2024-07-23,2024-07-23
"July Engagement campaign",18-24,unknown,2024-07-23,completed,campaign,,"7-day click or 1-day view",,,12,19,,-,-,-,0,1,2024-07-23,2024-07-23
"July Engagement campaign",65+,female,2024-07-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,160,163,0.22978918,-,-,-,0.22978918,7,2024-07-23,2024-07-23
"July Engagement campaign",18-24,male,2024-07-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",8,2567,2700,0.24352658,-,-,-,1.94821265,22,2024-07-23,2024-07-23
"July Engagement campaign",45-54,male,2024-07-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,184,184,0.08492209,-,-,-,0.16984418,2,2024-07-23,2024-07-23
"July Engagement campaign",25-34,female,2024-07-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,1867,2135,0.34368469,-,-,-,1.71842346,46,2024-07-23,2024-07-23
"July Engagement campaign",45-54,female,2024-07-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,215,215,0.18982585,-,-,-,0.18982585,2,2024-07-23,2024-07-23
"July Engagement campaign",18-24,female,2024-07-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",6,3363,3722,0.54450046,-,-,-,3.26700275,52,2024-07-23,2024-07-23
"July Engagement campaign",35-44,male,2024-07-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,488,495,0.4995417,-,-,-,0.4995417,10,2024-07-23,2024-07-23
"July Engagement campaign",35-44,female,2024-07-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,512,522,0.11989001,-,-,-,0.59945005,16,2024-07-23,2024-07-23
"July Engagement campaign",55-64,male,2024-07-23,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,56,58,0.04995417,-,-,-,0.04995417,1,2024-07-23,2024-07-23
"July Engagement campaign",45-54,female,2024-07-22,completed,campaign,,"7-day click or 1-day view",,,224,229,,-,-,-,0.28914706,2,2024-07-22,2024-07-22
"July Engagement campaign",18-24,unknown,2024-07-22,completed,campaign,,"7-day click or 1-day view",,,16,18,,-,-,-,0.01994118,0,2024-07-22,2024-07-22
"July Engagement campaign",25-34,unknown,2024-07-22,completed,campaign,,"7-day click or 1-day view",,,7,7,,-,-,-,0,0,2024-07-22,2024-07-22
"July Engagement campaign",35-44,unknown,2024-07-22,completed,campaign,,"7-day click or 1-day view",,,6,6,,-,-,-,0.00997059,0,2024-07-22,2024-07-22
"July Engagement campaign",65+,unknown,2024-07-22,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2024-07-22,2024-07-22
"July Engagement campaign",55-64,female,2024-07-22,completed,campaign,,"7-day click or 1-day view",,,80,94,,-,-,-,0.09970588,1,2024-07-22,2024-07-22
"July Engagement campaign",45-54,unknown,2024-07-22,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2024-07-22,2024-07-22
"July Engagement campaign",45-54,male,2024-07-22,completed,campaign,,"7-day click or 1-day view",,,122,137,,-,-,-,0.14955882,2,2024-07-22,2024-07-22
"July Engagement campaign",25-34,female,2024-07-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,1791,1990,0.48606618,-,-,-,1.94426471,41,2024-07-22,2024-07-22
"July Engagement campaign",65+,male,2024-07-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,112,121,0.14955882,-,-,-,0.14955882,2,2024-07-22,2024-07-22
"July Engagement campaign",35-44,male,2024-07-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,467,467,0.24926471,-,-,-,0.49852941,5,2024-07-22,2024-07-22
"July Engagement campaign",55-64,male,2024-07-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,57,57,0.03988235,-,-,-,0.03988235,1,2024-07-22,2024-07-22
"July Engagement campaign",18-24,female,2024-07-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",9,2696,3035,0.339,-,-,-,3.051,40,2024-07-22,2024-07-22
"July Engagement campaign",25-34,male,2024-07-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,1675,1775,0.39383824,-,-,-,1.57535294,32,2024-07-22,2024-07-22
"July Engagement campaign",18-24,male,2024-07-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,1812,1812,0.31108235,-,-,-,1.55541176,17,2024-07-22,2024-07-22
"July Engagement campaign",65+,female,2024-07-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,160,169,0.19941176,-,-,-,0.19941176,7,2024-07-22,2024-07-22
"July Engagement campaign",35-44,female,2024-07-22,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,536,554,0.29413235,-,-,-,0.58826471,10,2024-07-22,2024-07-22
"July Engagement campaign",65+,female,2024-07-21,completed,campaign,,"7-day click or 1-day view",,,170,170,,-,-,-,0.13985612,3,2024-07-21,2024-07-21
"July Engagement campaign",18-24,unknown,2024-07-21,completed,campaign,,"7-day click or 1-day view",,,16,18,,-,-,-,0,0,2024-07-21,2024-07-21
"July Engagement campaign",25-34,unknown,2024-07-21,completed,campaign,,"7-day click or 1-day view",,,12,12,,-,-,-,0.01997945,0,2024-07-21,2024-07-21
"July Engagement campaign",35-44,unknown,2024-07-21,completed,campaign,,"7-day click or 1-day view",,,4,4,,-,-,-,0,0,2024-07-21,2024-07-21
"July Engagement campaign",65+,unknown,2024-07-21,completed,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2024-07-21,2024-07-21
"July Engagement campaign",45-54,unknown,2024-07-21,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2024-07-21,2024-07-21
"July Engagement campaign",55-64,male,2024-07-21,completed,campaign,,"7-day click or 1-day view",,,64,79,,-,-,-,0.05993834,3,2024-07-21,2024-07-21
